Iter,Time,S,E,I,R
0,0.0,0.0,100.0,0.0,0.0
1,0.5,0.0,99.0,1.0,0.0
2,1.0,0.0,98.0,2.0,0.0
3,1.5,0.0,97.0,3.0,0.0
4,2.0,0.0,96.0,4.0,0.0
5,2.5,0.0,95.0,5.0,0.0
6,3.0,0.0,94.0,6.0,0.0
7,3.5,0.0,93.0,7.0,0.0
8,4.0,0.0,92.0,8.0,0.0
9,4.5,0.0,91.0,9.0,0.0
10,5.0,0.0,90.0,10.0,0.0
11,5.5,0.0,89.0,11.0,0.0
12,6.0,0.0,88.0,12.0,0.0
13,6.5,0.0,87.0,13.0,0.0
14,7.0,0.0,86.0,14.0,0.0
15,7.5,0.0,85.0,15.0,0.0
16,8.0,0.0,84.0,16.0,0.0
17,8.5,0.0,83.0,17.0,0.0
18,9.0,0.0,82.0,18.0,0.0
19,9.5,0.0,81.0,19.0,0.0
20,10.0,0.0,80.0,20.0,0.0
21,10.5,0.0,80.0,19.0,1.0
22,11.0,0.0,79.0,20.0,1.0
23,11.5,0.0,78.0,21.0,1.0
24,12.0,0.0,77.0,22.0,1.0
25,12.5,0.0,76.0,23.0,1.0
26,13.0,0.0,75.0,24.0,1.0
27,13.5,0.0,75.0,23.0,2.0
28,14.0,0.0,75.0,22.0,3.0
29,14.5,0.0,74.0,23.0,3.0
30,15.0,0.0,73.0,24.0,3.0
31,15.5,0.0,72.0,25.0,3.0
32,16.0,0.0,71.0,26.0,3.0
33,16.5,0.0,70.0,27.0,3.0
34,17.0,0.0,69.0,28.0,3.0
35,17.5,0.0,68.0,29.0,3.0
36,18.0,0.0,67.0,30.0,3.0
37,18.5,0.0,66.0,31.0,3.0
38,19.0,0.0,65.0,32.0,3.0
39,19.5,0.0,64.0,33.0,3.0
40,20.0,0.0,63.0,34.0,3.0
41,20.5,0.0,63.0,33.0,4.0
42,21.0,0.0,62.0,34.0,4.0
43,21.5,0.0,62.0,33.0,5.0
44,22.0,0.0,61.0,34.0,5.0
45,22.5,0.0,60.0,35.0,5.0
46,23.0,0.0,59.0,36.0,5.0
47,23.5,0.0,58.0,37.0,5.0
48,24.0,0.0,57.0,38.0,5.0
49,24.5,0.0,56.0,39.0,5.0
50,25.0,0.0,56.0,38.0,6.0
51,25.5,0.0,55.0,39.0,6.0
52,26.0,0.0,54.0,40.0,6.0
53,26.5,0.0,53.0,41.0,6.0
54,27.0,0.0,52.0,42.0,6.0
55,27.5,0.0,52.0,41.0,7.0
56,28.0,0.0,52.0,40.0,8.0
57,28.5,0.0,51.0,41.0,8.0
58,29.0,0.0,51.0,40.0,9.0
59,29.5,0.0,51.0,39.0,10.0
60,30.0,0.0,50.0,40.0,10.0
61,30.5,0.0,49.0,41.0,10.0
62,31.0,0.0,49.0,40.0,11.0
63,31.5,0.0,48.0,41.0,11.0
64,32.0,0.0,47.0,42.0,11.0
65,32.5,0.0,47.0,41.0,12.0
66,33.0,0.0,46.0,42.0,12.0
67,33.5,0.0,46.0,41.0,13.0
68,34.0,0.0,45.0,42.0,13.0
69,34.5,0.0,45.0,41.0,14.0
70,35.0,0.0,44.0,42.0,14.0
71,35.5,0.0,44.0,41.0,15.0
72,36.0,0.0,43.0,42.0,15.0
73,36.5,0.0,43.0,41.0,16.0
74,37.0,0.0,43.0,40.0,17.0
75,37.5,0.0,43.0,39.0,18.0
76,38.0,0.0,43.0,38.0,19.0
77,38.5,0.0,43.0,37.0,20.0
78,39.0,0.0,42.0,38.0,20.0
79,39.5,0.0,41.0,39.0,20.0
80,40.0,0.0,41.0,38.0,21.0
81,40.5,0.0,41.0,37.0,22.0
82,41.0,0.0,41.0,36.0,23.0
83,41.5,0.0,41.0,35.0,24.0
84,42.0,0.0,41.0,34.0,25.0
85,42.5,0.0,41.0,33.0,26.0
86,43.0,0.0,40.0,34.0,26.0
87,43.5,0.0,39.0,35.0,26.0
88,44.0,0.0,38.0,36.0,26.0
89,44.5,0.0,38.0,35.0,27.0
90,45.0,0.0,38.0,34.0,28.0
91,45.5,0.0,37.0,35.0,28.0
92,46.0,0.0,37.0,34.0,29.0
93,46.5,0.0,37.0,33.0,30.0
94,47.0,0.0,36.0,34.0,30.0
95,47.5,0.0,36.0,33.0,31.0
96,48.0,0.0,35.0,34.0,31.0
97,48.5,0.0,35.0,33.0,32.0
98,49.0,0.0,34.0,34.0,32.0
99,49.5,0.0,33.0,35.0,32.0
100,50.0,0.0,32.0,36.0,32.0
101,50.5,0.0,31.0,37.0,32.0
102,51.0,0.0,30.0,38.0,32.0
103,51.5,0.0,30.0,37.0,33.0
104,52.0,0.0,29.0,38.0,33.0
105,52.5,0.0,29.0,37.0,34.0
106,53.0,0.0,28.0,38.0,34.0
107,53.5,0.0,27.0,39.0,34.0
108,54.0,0.0,26.0,40.0,34.0
109,54.5,0.0,26.0,39.0,35.0
110,55.0,0.0,26.0,38.0,36.0
111,55.5,0.0,25.0,39.0,36.0
112,56.0,0.0,24.0,40.0,36.0
113,56.5,0.0,24.0,39.0,37.0
114,57.0,0.0,23.0,40.0,37.0
115,57.5,0.0,23.0,39.0,38.0
116,58.0,0.0,23.0,38.0,39.0
117,58.5,0.0,22.0,39.0,39.0
118,59.0,0.0,21.0,40.0,39.0
119,59.5,0.0,21.0,39.0,40.0
120,60.0,0.0,21.0,38.0,41.0
121,60.5,0.0,20.0,39.0,41.0
122,61.0,0.0,19.0,40.0,41.0
123,61.5,0.0,19.0,39.0,42.0
124,62.0,0.0,18.0,40.0,42.0
125,62.5,0.0,18.0,39.0,43.0
126,63.0,0.0,17.0,40.0,43.0
127,63.5,0.0,17.0,39.0,44.0
128,64.0,0.0,16.0,40.0,44.0
129,64.5,0.0,15.0,41.0,44.0
130,65.0,0.0,14.0,42.0,44.0
131,65.5,0.0,14.0,41.0,45.0
132,66.0,0.0,14.0,40.0,46.0
133,66.5,0.0,14.0,39.0,47.0
134,67.0,0.0,14.0,38.0,48.0
135,67.5,0.0,14.0,37.0,49.0
136,68.0,0.0,13.0,38.0,49.0
137,68.5,0.0,13.0,37.0,50.0
138,69.0,0.0,12.0,38.0,50.0
139,69.5,0.0,11.0,39.0,50.0
140,70.0,0.0,11.0,38.0,51.0
141,70.5,0.0,11.0,37.0,52.0
142,71.0,0.0,10.0,38.0,52.0
143,71.5,0.0,10.0,37.0,53.0
144,72.0,0.0,10.0,36.0,54.0
145,72.5,0.0,10.0,35.0,55.0
146,73.0,0.0,10.0,34.0,56.0
147,73.5,0.0,10.0,33.0,57.0
148,74.0,0.0,10.0,32.0,58.0
149,74.5,0.0,9.0,33.0,58.0
150,75.0,0.0,9.0,32.0,59.0
151,75.5,0.0,9.0,31.0,60.0
152,76.0,0.0,9.0,30.0,61.0
153,76.5,0.0,9.0,29.0,62.0
154,77.0,0.0,9.0,28.0,63.0
155,77.5,0.0,9.0,27.0,64.0
156,78.0,0.0,8.0,28.0,64.0
157,78.5,0.0,8.0,27.0,65.0
158,79.0,0.0,7.0,28.0,65.0
159,79.5,0.0,6.0,29.0,65.0
160,80.0,0.0,6.0,28.0,66.0
161,80.5,0.0,6.0,27.0,67.0
162,81.0,0.0,5.0,28.0,67.0
163,81.5,0.0,5.0,27.0,68.0
164,82.0,0.0,4.0,28.0,68.0
165,82.5,0.0,4.0,27.0,69.0
166,83.0,0.0,4.0,26.0,70.0
167,83.5,0.0,3.0,27.0,70.0
168,84.0,0.0,3.0,26.0,71.0
